system:index,B1,B2,B3,B4,B5,B6,B7,ClassID,EVI,LSWI,NDTI,NDVI,SATVI,random,.geo
2_7_2,0.14410436,0.1287941,0.10935858,0.055680007,0.010100149,294.43173,0.010531224,8,-0.21265619566720945,0.692912,-0.020894183,-0.32524863,-0.4951346348991629,0.5492625394950748,
2_7_3,0.14392783,0.13233916,0.10991635,0.055680007,0.010848153,294.21133,0.009390034,8,-0.21328727756397714,0.67387784,0.072047934,-0.32752135,-0.49151873968910126,0.5492625394950748,
2_7_4,0.14330979,0.12839901,0.10542576,0.054723833,0.009923633,294.21133,0.008752394,8,-0.206961850558532,0.6929923,0.06271353,-0.31659105,-0.48588204469454505,0.5492625394950748,
2_7_5,0.14555725,0.13180295,0.10910694,0.056454692,0.012569181,294.21133,0.010042693,8,-0.21250730926892492,0.6358019,0.11173281,-0.31802204,-0.4768523883237814,0.5492625394950748,
2_7_6,0.1452102,0.1315369,0.10991635,0.057127334,0.011821359,294.21133,0.009250812,8,-0.21029842420803857,0.6570969,0.12198777,-0.31601924,-0.4845849713505573,0.5492625394950748,
2_7_7,0.1458518,0.12832792,0.10903059,0.055663507,0.0111710625,294.65213,0.0069346456,8,-0.21660177582158904,0.66571003,0.2339824,-0.3240376,-0.48730864718720784,0.5492625394950748,
2_7_8,0.14457954,0.12843987,0.10968656,0.055663507,0.011610338,294.21133,0.009237218,8,-0.21456918883023968,0.6548335,0.11383209,-0.32671928,-0.48546034443133707,0.5492625394950748,
2_8_0,0.14496437,0.12690328,0.09247498,0.048294827,0.012475466,294.65213,0.009267198,8,-0.21408766254640874,0.5894222,0.14755636,-0.3138468,-0.4275608193802921,0.6713768591114391,
2_8_1,0.14699438,0.12778342,0.09502556,0.051713236,0.017491452,293.9901,0.010550011,8,-0.20846937454805436,0.49450094,0.24754205,-0.29516616,-0.3993963861164136,0.6713768591114391,
2_8_2,0.1461706,0.12704755,0.09535009,0.04972243,0.014292758,294.21133,0.009486577,8,-0.21704988512700166,0.55345726,0.2021159,-0.31451622,-0.42347538012404384,0.6713768591114391,
2_8_3,0.14635625,0.12756374,0.09131552,0.048294354,0.011794439,294.43173,0.009803966,8,-0.21574635928519614,0.607433,0.09215833,-0.30815277,-0.42874992956754016,0.6713768591114391,
2_8_4,0.14740086,0.12940651,0.09628911,0.0526056,0.014188873,294.21133,0.0126703475,8,-0.20808258333578453,0.5751483,0.05653646,-0.29338527,-0.4266011237730498,0.6713768591114391,
2_8_5,0.1462315,0.12678783,0.09539889,0.05103938,0.01227179,294.65213,0.009138815,8,-0.21055538611551086,0.61233413,0.14632818,-0.30292293,-0.43848254041932216,0.6713768591114391,
2_8_6,0.14621377,0.12756374,0.09254152,0.04984062,0.012082739,294.65137,0.011309114,8,-0.20994118192733868,0.6097518,0.03307239,-0.29990348,-0.4302994338708321,0.6713768591114391,
2_8_7,0.14797197,0.12728004,0.09877021,0.05131255,0.012842592,294.65213,0.011198826,8,-0.22212014532526442,0.59963953,0.06837224,-0.3162099,-0.4443929386071194,0.6713768591114391,
2_8_8,0.14610635,0.12664355,0.09254152,0.045175724,0.0102127995,294.87177,0.008916995,8,-0.23465735765479376,0.6312305,0.06773753,-0.34393513,-0.4448464154858881,0.6713768591114391,
2_10_0,0.11313918,0.06930198,0.04816748,0.033627033,0.010096687,294.21133,0.009344488,8,-0.07667587014440237,0.5381597,0.038691,-0.17776798,-0.2634834895078227,0.3073906553744682,
2_10_1,0.11131598,0.068374366,0.046572603,0.03255248,0.011765668,294.21133,0.009386144,8,-0.07346251530757798,0.46903613,0.112497434,-0.17718935,-0.24077739912004947,0.3073906553744682,
2_10_2,0.110386096,0.07124493,0.04731132,0.032504134,0.009394437,294.43173,0.007861648,8,-0.07578251911359055,0.5515629,0.088826016,-0.18551779,-0.26520740624639527,0.3073906553744682,
2_10_3,0.11296294,0.07010399,0.048292615,0.031477932,0.009861356,294.65213,0.008739302,8,-0.08868286886306617,0.52290636,0.060323335,-0.21078812,-0.26623709494857584,0.3073906553744682,
2_10_4,0.11132711,0.06930198,0.047619626,0.031477932,0.010048759,294.65213,0.0066625574,8,-0.08368040495957754,0.5160337,0.20262927,-0.20407324,-0.2613256575130511,0.3073906553744682,
2_10_5,0.11104881,0.06989866,0.047619626,0.033530336,0.010759004,294.21133,0.0068091396,8,-0.0724188478228358,0.51414925,0.22483107,-0.17362042,-0.25521870625658283,0.3073906553744682,
2_10_6,0.11132711,0.06930198,0.047619626,0.031477932,0.009322186,294.65213,0.0068042497,8,-0.08368040495957754,0.5430314,0.15613718,-0.20407324,-0.2675953000031926,0.3073906553744682,
